id,level,garden,mission_no,title,mission,materials,evidence,success,safety,agrishine
GM-191,Primary 1-3,Discovery Production Garden,1,OBSERVE THE EVIDENCE,Observe student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-192,Primary 1-3,Discovery Production Garden,2,DISCOVERY DATA MISSION,Count student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-193,Primary 1-3,Discovery Production Garden,3,MEASURE & EXPLAIN,Measure student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-194,Primary 1-3,Discovery Production Garden,4,COMPARE THE EVIDENCE,Compare student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-195,Primary 1-3,Discovery Production Garden,5,DISCOVERY DATA MISSION,Record student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-196,Primary 1-3,Discovery Production Garden,6,MAP & EXPLAIN,Map student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-197,Primary 1-3,Discovery Production Garden,7,CHECK THE EVIDENCE,Check student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-198,Primary 1-3,Discovery Production Garden,8,DISCOVERY DATA MISSION,Improve student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-199,Primary 1-3,Discovery Production Garden,9,EXPLAIN & EXPLAIN,Explain student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-200,Primary 1-3,Discovery Production Garden,10,CHALLENGE THE EVIDENCE,Challenge student-led production questions. Collect simple evidence and use it to answer a garden question.,"garden plot, notebook, simple tools",a measurable observation or comparison,"My record is complete, my numbers or observations are clear, and my explanation uses evidence.",Choose a safe test. Follow teacher instructions and school garden safety rules.,"Identify one small, safe improvement or care action for the Discovery Production Garden and explain why it may help."
GM-201,Primary 4-6,Raised Food Garden,1,QUESTION THE SYSTEM,"Investigate raised-bed production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, plants, bed","height, spacing, moisture or harvest evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Use tools safely. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Raised Food Garden based on your measurements.
GM-202,Primary 4-6,Raised Food Garden,2,RAISED INVESTIGATION,"Investigate raised-bed production. Ask a testable question, collect comparable measurements, and make an evidence-based explanation.","ruler, plants, bed","height, spacing, moisture or harvest evidence","The method is repeatable, units are shown, the conclusion matches the evidence, and one limitation is identified.",Use tools safely. Follow teacher instructions and school garden safety rules.,Recommend one practical improvement to the Raised Food Garden based on your measurements.
