ID,Level,Term,Category,Definition,Example_or_Prompt,Garden_Link
PV2-0425,Primary 4-6,observed target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed target at the Primary 4-6 level.","Measure, compare or explain 'observed target' using evidence from one garden activity.",Compost Garden
PV2-0426,Primary 4-6,observed threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed threshold at the Primary 4-6 level.","Measure, compare or explain 'observed threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0427,Primary 4-6,observed efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for observed.,"Measure, compare or explain 'observed efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0428,Primary 4-6,observed productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage observed productivity at the Primary 4-6 level.","Measure, compare or explain 'observed productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0429,Primary 4-6,daily condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily condition at the Primary 4-6 level.","Measure, compare or explain 'daily condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0430,Primary 4-6,daily response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily response at the Primary 4-6 level.","Measure, compare or explain 'daily response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0431,Primary 4-6,daily measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily measurement at the Primary 4-6 level.","Measure, compare or explain 'daily measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0432,Primary 4-6,daily record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily record at the Primary 4-6 level.","Measure, compare or explain 'daily record' using evidence from one garden activity.",Geometry Garden
PV2-0433,Primary 4-6,daily indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily indicator at the Primary 4-6 level.","Measure, compare or explain 'daily indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0434,Primary 4-6,daily value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily value at the Primary 4-6 level.","Measure, compare or explain 'daily value' using evidence from one garden activity.",Keyhole Garden
PV2-0435,Primary 4-6,daily change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily change at the Primary 4-6 level.","Measure, compare or explain 'daily change' using evidence from one garden activity.",Compost Garden
PV2-0436,Primary 4-6,daily pattern,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily pattern at the Primary 4-6 level.","Measure, compare or explain 'daily pattern' using evidence from one garden activity.",Gravity Drip Garden
PV2-0437,Primary 4-6,daily comparison,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily comparison at the Primary 4-6 level.","Measure, compare or explain 'daily comparison' using evidence from one garden activity.",Vertical Garden
PV2-0438,Primary 4-6,daily distribution,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily distribution at the Primary 4-6 level.","Measure, compare or explain 'daily distribution' using evidence from one garden activity.",Crop Rotation Garden
PV2-0439,Primary 4-6,daily performance,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily performance at the Primary 4-6 level.","Measure, compare or explain 'daily performance' using evidence from one garden activity.",Water-Smart Garden
PV2-0440,Primary 4-6,daily quality,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily quality at the Primary 4-6 level.","Measure, compare or explain 'daily quality' using evidence from one garden activity.",Intro Soilless Garden
PV2-0441,Primary 4-6,daily status,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily status at the Primary 4-6 level.","Measure, compare or explain 'daily status' using evidence from one garden activity.",Raised Food Garden
PV2-0442,Primary 4-6,daily management,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily management at the Primary 4-6 level.","Measure, compare or explain 'daily management' using evidence from one garden activity.",Geometry Garden
PV2-0443,Primary 4-6,daily requirement,Engineering & Decision,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily requirement at the Primary 4-6 level.","Measure, compare or explain 'daily requirement' using evidence from one garden activity.",Grid Experiment Garden
PV2-0444,Primary 4-6,daily limit,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily limit at the Primary 4-6 level.","Measure, compare or explain 'daily limit' using evidence from one garden activity.",Keyhole Garden
PV2-0445,Primary 4-6,daily target,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily target at the Primary 4-6 level.","Measure, compare or explain 'daily target' using evidence from one garden activity.",Compost Garden
PV2-0446,Primary 4-6,daily threshold,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily threshold at the Primary 4-6 level.","Measure, compare or explain 'daily threshold' using evidence from one garden activity.",Gravity Drip Garden
PV2-0447,Primary 4-6,daily efficiency,Garden Foundations,A performance measure comparing useful output with the resource or input used for daily.,"Measure, compare or explain 'daily efficiency' using evidence from one garden activity.",Vertical Garden
PV2-0448,Primary 4-6,daily productivity,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage daily productivity at the Primary 4-6 level.","Measure, compare or explain 'daily productivity' using evidence from one garden activity.",Crop Rotation Garden
PV2-0449,Primary 4-6,weekly condition,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly condition at the Primary 4-6 level.","Measure, compare or explain 'weekly condition' using evidence from one garden activity.",Water-Smart Garden
PV2-0450,Primary 4-6,weekly response,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly response at the Primary 4-6 level.","Measure, compare or explain 'weekly response' using evidence from one garden activity.",Intro Soilless Garden
PV2-0451,Primary 4-6,weekly measurement,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly measurement at the Primary 4-6 level.","Measure, compare or explain 'weekly measurement' using evidence from one garden activity.",Raised Food Garden
PV2-0452,Primary 4-6,weekly record,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly record at the Primary 4-6 level.","Measure, compare or explain 'weekly record' using evidence from one garden activity.",Geometry Garden
PV2-0453,Primary 4-6,weekly indicator,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly indicator at the Primary 4-6 level.","Measure, compare or explain 'weekly indicator' using evidence from one garden activity.",Grid Experiment Garden
PV2-0454,Primary 4-6,weekly value,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly value at the Primary 4-6 level.","Measure, compare or explain 'weekly value' using evidence from one garden activity.",Keyhole Garden
PV2-0455,Primary 4-6,weekly change,Garden Foundations,"A GrowMeal concept used to observe, describe, measure, analyze or manage weekly change at the Primary 4-6 level.","Measure, compare or explain 'weekly change' using evidence from one garden activity.",Compost Garden
